post_title,link_type,link_group,link_url,menu_order
Journal of Renal Nutrition,journals,,http://www.jrnjournal.org/,190
Journal of Sustainable Agriculture and Environmente,journals,,https://onlinelibrary.wiley.com/journal/2767035x,191
Journal of the American College of Nutrition,journals,,http://www.jacn.org/,192
Journal of the American Dietetic Association,journals,,https://www.sciencedirect.com/journal/journal-of-the-american-dietetic-association,193
Journal of the American Society for Horticultural Science,journals,,https://journals.ashs.org/,194
Journal of the Science of Food and Agriculture,journals,,http://www.interscience.wiley.com/jpages/0022-5142/,195
Journal of Trace Elements in Medicine and Biology,journals,,http://www.sciencedirect.com/science/journal/0946672X/,196
Journal of Tree Fruit Production,journals,,https://www.tandfonline.com/journals/wztf20,197
Journal of Vegetable Science,journals,,https://www.tandfonline.com/journals/wijv20,198
La Alimentación Latinoamericana,journals,,http://alaccta.org/revista-la-alimentacion-latinoamericana-n335/,199
Dairy Science and Technology,journals,,https://link.springer.com/journal/13594/volumes-and-issues,200
Lebensmittelchemie,journals,,https://www.studycheck.de/studium/lebensmittelchemie,201
Letters in Applied Microbiology,journals,,https://sfamjournals.onlinelibrary.wiley.com/journal/1472765x,202
Macromolecular Bioscience,journals,,https://onlinelibrary.wiley.com/journal/16165195,203
Macromolecular Chemistry and Physics,journals,,https://onlinelibrary.wiley.com/journal/15213935,204
Malaysian Journal of Nutrition,journals,,https://nutriweb.org.my/mjn/,205
Meat Science,journals,,http://www.sciencedirect.com/science/journal/03091740,206
Methods of Biochemical Analysis,journals,,https://onlinelibrary.wiley.com/series/2180,207
Microbial Biotechnology,journals,,https://sfamjournals.onlinelibrary.wiley.com/journal/17517915,208
Molecular Microbiology,journals,,https://onlinelibrary.wiley.com/journal/13652958,209
Molecular Nutrition & Food Research,journals,,http://www.wiley-vch.de/publish/en/journals/alphabeticIndex/2216/,210
Molecules,journals,,http://www.mdpi.com/journal/molecules,211
Mundo Alimentario,journals,,http://www.mundoalimentario.com/,212
Mycotoxin Newsletters,journals,,http://www.aciar.gov.au/node/461,213
Natural Product Reports,journals,,http://www.rsc.org/Publishing/Journals/np/,214
Nature,journals,,http://www.nature.com/,215
Nature Biotechnology,journals,,http://www.nature.com/nbt/index.html,216
Nature Cell Biology,journals,,http://www.nature.com/ncb/index.html,217
Nature Chemistry,journals,,http://www.nature.com/nchem/index.html,218
Nature Structural & Molecular Biology,journals,,http://www.nature.com/nsmb/index.html,219
Nuestro Agro,journals,,https://nuestroagro.com/,220
Nutrients,journals,,http://www.mdpi.com/journal/nutrients,221
Nutrition,journals,,http://www.sciencedirect.com/science/journal/08999007,222
Nutrition & Dietetics,journals,,https://onlinelibrary.wiley.com/journal/17470080,223
Nutrition & Food Science,journals,,https://www.emerald.com/insight/publication/issn/0034-6659,224
Nutrition and Cancer,journals,,https://www.tandfonline.com/journals/hnuc20,225
Nutrition Bulletin,journals,,https://onlinelibrary.wiley.com/journal/14673010,226
Nutrition Business Journal,journals,,http://nutritionbusinessjournal.com/,227
Nutrition in Clinical Care,journals,,https://onlinelibrary.wiley.com/journal/15235408,228
Nutrition in Clinical Practice,journals,,http://ncp.sagepub.com/,229
Nutrition NewsFocus,journals,,http://www.nutritionnewsfocus.com/,230
Nutrition Package,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/600132/description#description,231
Nutrition Research,journals,,http://www.elsevier.com/locate/nutres/,232
Nutrition Research Reviews,journals,,http://journals.cambridge.org/action/displayJournal?jid=NRR,233
Nutrition Reviews,journals,,https://academic.oup.com/nutritionreviews,234
Nutrition Today,journals,,http://www.nutritiontodayonline.com/,235
"Nutrition, Metabolism and Cardiovascular Diseases",journals,,http://www.elsevier.com/locate/nmcd/,236
Nutritional Medicine,journals,,http://www.nutritionalmedicine.com/,237
Nutritional Neuroscience,journals,,https://www.tandfonline.com/journals/ynns20,238
Obesity,journals,,https://onlinelibrary.wiley.com/journal/1930739x,239
Obesity Reviews,journals,,http://www.interscience.wiley.com/jpages/1467-7881/,240
Pathology Research and Practice,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/701791/description#description,241
Physiologia Plantarum,journals,,http://www.interscience.wiley.com/jpages/0031-9317/,242
Phytochemical Analysis,journals,,http://www.interscience.wiley.com/journal/pca,243
Phytochemistry,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/273/description/,244
Phytochemistry Reviews,journals,,https://www.springer.com/journal/11101,245
Phytoma,journals,,http://www.phytoma.com/,246
Phytotherapy Research,journals,,http://www.interscience.wiley.com/journal/ptr,247
Plant Biology,journals,,https://onlinelibrary.wiley.com/journal/14388677,248
Journal of,journals,,http://www3.interscience.wiley.com/journal/118001657/home,249
Plant Breeding,journals,,https://onlinelibrary.wiley.com/journal/14390523,250
Plant Cell & Enviro,journals,,https://onlinelibrary.wiley.com/journal/13653040,251
Plant Physiology,journals,,http://www.plantphysiol.org/,252
Plant Physiology and Biochemistry,journals,,http://www.elsevier.com/locate/plaphy/,253
Plant Science,journals,,http://www.elsevier.com/locate/plantsci/,254
Plant Science Letters,journals,,https://www.sciencedirect.com/journal/plant-science-letters,255
Plant Species Biology,journals,,https://esj-journals.onlinelibrary.wiley.com/journal/14421984,256
Planta,journals,,http://www.springer.com/life+sci/plant+sciences/journal/425,257
Peptide Science,journals,,https://onlinelibrary.wiley.com/journal/24758817,258
Polymer Engineering and Science,journals,,https://onlinelibrary.wiley.com/journal/15482634,259
Polymers for Advanced Technologies,journals,,https://onlinelibrary.wiley.com/journal/10991581,260
Postharvest Biology and Technology,journals,,http://www.elsevier.com/locate/postharvbio/,261
Postharvest Information Network,journals,,http://postharvest.tfrec.wsu.edu/,262
Postharvest News and Information,journals,,https://www.cabi.org/publishing-products/postharvest-news-and-information/,263
Prepared Foods,journals,,http://www.preparedfoods.com/,264
Proceedings of the Nutrition Society,journals,,http://journals.cambridge.org/action/displayJournal?jid=pns,265
Productores Siglo XXI,journals,,http://www.glpublicaciones.com/REVISTA/glpublicaciones.html,266
Protein Science,journals,,https://onlinelibrary.wiley.com/journal/1469896x,267
Public Health,journals,,http://www.sciencedirect.com/science/journal/00333506,268
Public Health Nutrition,journals,,http://journals.cambridge.org/action/displayJournal?jid=phn,269
Public Health Reports,journals,,https://journals.sagepub.com/home/phr,270
Rapid Communication in Mass Spectrometry,journals,,https://onlinelibrary.wiley.com/journal/10970231,271
Reproduction Nutrition Development,journals,,http://rnd.edpsciences.org/,272
Revista Chilena de Pediatría,journals,,https://www.scielo.cl/scielo.php?script=sci_serial&pid=0370-4106&lng=es&nrm=iso,273
Revista Cuabana de Pediatría,journals,,http://scielo.sld.cu/scielo.php?pid=0034-7531&script=sci_serial,274
Revista de Agroecologia,journals,,https://revista.agroecologia.net/index.php/revista-agroecologia,275
Revista Habanera de Ciencias Médicas,journals,,http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1729-519X,276
Revista Facultad Nacional de Agronomia Medellin,journals,,https://revistas.unal.edu.co/index.php/refame,277
Revista Internacional de Cítricos,journals,,https://dialnet.unirioja.es/servlet/revista?codigo=8588,278
Revista Latinoamericana de Nutrición,journals,,http://www.alanrevista.org/,279
Revista de Investigación y Ciencia Sapere,journals,,http://www.uaq.mx/investigacion/sapere/anteriores.html,280
Revista Médica de Chile,journals,,https://www.scielo.cl/scielo.php?script=sci_serial&pid=0034-9887&lng=es&nrm=iso,281
Revista Mexicana de Fitopalogia,journals,,https://rmf.smf.org.mx/,282
Revista Salud Pública y Nutrición,journals,,https://respyn.uanl.mx/index.php/respyn,283
Revista Universidad de Sonora,journals,,http://www.revistauniversidad.uson.mx/,284
Revista Uruguaya de Cardiología,journals,,http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-0420,285
Scandinavian Journal of Nutrition,journals,,https://www.tandfonline.com/toc/zfnr18/49/2?nav=tocList,286
Science,journals,,https://www.science.org/,287
Science News,journals,,http://www.sciencenews.org/,288
Scientia Horticulturae,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/503316/description#description,289
Scientific American,journals,,http://www.sciam.com/,290
Small Fruits Review,journals,,https://www.tandfonline.com/journals/wzsf20,291
South African Journal of Clinical Nutrition,journals,,http://www.sajcn.co.za/index.php/SAJCN,292
Sport Nutrition and Exercise Metabolism,journals,,https://journals.humankinetics.com/view/journals/ijsnem/ijsnem-overview.xml,293
Starch,journals,,https://onlinelibrary.wiley.com/journal/1521379x,294
Standing Committee on Nutrition,journals,,https://www.unscn.org/,295
Synthetic Biology,journals,,http://www3.interscience.wiley.com/journal/116842344/home,296
Systematic and Applied Microbiology,journals,,http://www.elsevier.com/wps/find/journaldescription.cws_home/701801/description#description,297
TecnoAgro,journals,,http://www.tecnoagro.com.mx/portal/index.php,298
TecnoCiencia,journals,,http://tecnociencia.uach.mx/,299
Thai Journal of Agricultural Science,journals,,http://www.thaiagj.org/,300
The Journal of Pediatrics,journals,,http://www.jpeds.com/,301
The Journal of Physical Chemistry B,journals,,https://pubs.acs.org/journal/jpcbfk,302
The Journal of Nutrition,journals,,https://academic.oup.com/jn,303
The Plant Journal,journals,,https://onlinelibrary.wiley.com/journal/1365313x,304
Trends in Biotechnology,journals,,https://www.journals.elsevier.com/trends-in-biotechnology,305
Trends in Food Science and Technology,journals,,http://www.elsevier.com/locate/tifs,306
Trends in Microbiology,journals,,http://www.sciencedirect.com/science/journal/0966842X,307
Tropical Fruit News,journals,,https://www.itfnet.org/Newsfeed/issue_66.html,308
Tropical Science,journals,,https://onlinelibrary.wiley.com/journal/15569179,309
Tufts Health & Nutrition Letter,journals,,http://www.tuftshealthletter.com/Default.aspx,310
Vegetarian Journal,journals,,http://www.vrg.org/journal/,311
Weed Biology and Management,journals,,https://onlinelibrary.wiley.com/journal/14456664,312
The World of Food Science,journals,,https://iufost.org/publications/world-food-science,313
World Food Regulation Review,journals,,"https://researchinformation.co.uk/research-information-specialist-publications/world-food-regulation-review/#:~:text=World%20Food%20Regulation%20Review%20provides,%2C%20FDA%2C%20ASEAN%20and%20WTO.",314
